Year,Country,GDP,Social_Support,Life_Expectancy,Freedom,Happiness_Score
2015,Switzerland,1.39651,1.34951,0.94143,0.66557,7.587
2015,Iceland,1.30232,1.40223,0.94784,0.62877,7.561
2015,Denmark,1.32548,1.36058,0.87464,0.64938,7.527
2015,Norway,1.459,1.33095,0.88521,0.66973,7.522
2015,Canada,1.32629,1.32261,0.90563,0.63297,7.427
2015,Finland,1.29025,1.31826,0.88911,0.64169,7.406
2015,Netherlands,1.32944,1.28017,0.89284,0.61576,7.378
2015,Sweden,1.33171,1.28907,0.91087,0.6598,7.364
2015,New Zealand,1.25018,1.31967,0.90837,0.63938,7.286
2015,Australia,1.33358,1.30923,0.93156,0.65124,7.284
2015,Israel,1.22857,1.22393,0.91387,0.41319,7.278
2015,Costa Rica,0.95578,1.23788,0.86027,0.63376,7.226
2015,Austria,1.33723,1.29704,0.89042,0.62433,7.2
2015,Mexico,1.02054,0.91451,0.81444,0.48181,7.187
2015,United States,1.39451,1.24711,0.86179,0.54604,7.119
2015,Brazil,0.98124,1.23287,0.69702,0.49049,6.983
2015,Luxembourg,1.56391,1.21963,0.91894,0.61583,6.946
2015,Ireland,1.33596,1.36948,0.89533,0.61777,6.94
2015,Belgium,1.30782,1.28566,0.89667,0.5845,6.937
2015,United Arab Emirates,1.42727,1.12575,0.80925,0.64157,6.901
2015,United Kingdom,1.26637,1.28548,0.90943,0.59625,6.867
2015,Oman,1.36011,1.08182,0.76276,0.63274,6.853
2015,Venezuela,1.04424,1.25596,0.72052,0.42908,6.81
2015,Singapore,1.52186,1.02,1.02525,0.54252,6.798
2015,Panama,1.06353,1.1985,0.79661,0.5421,6.786
2015,Germany,1.32792,1.29937,0.89186,0.61477,6.75
2015,Chile,1.10715,1.12447,0.85857,0.44132,6.67
2015,Qatar,1.69042,1.0786,0.79733,0.6404,6.611
2015,France,1.27778,1.26038,0.94579,0.55011,6.575
2015,Argentina,1.05351,1.24823,0.78723,0.44974,6.574
2015,Czech Republic,1.17898,1.20643,0.84483,0.46364,6.505
2015,Uruguay,1.06166,1.2089,0.8116,0.60362,6.485
2015,Colombia,0.91861,1.24018,0.69077,0.53466,6.477
2015,Thailand,0.9669,1.26504,0.7385,0.55664,6.455
2015,Saudi Arabia,1.39541,1.08393,0.72025,0.31048,6.411
2015,Spain,1.23011,1.31379,0.95562,0.45951,6.329
2015,Malta,1.2074,1.30203,0.88721,0.60365,6.302
2015,Taiwan,1.29098,1.07617,0.8753,0.3974,6.298
2015,Kuwait,1.55422,1.16594,0.72492,0.55499,6.295
2015,Suriname,0.99534,0.972,0.6082,0.59657,6.269
2015,Trinidad and Tobago,1.21183,1.18354,0.61483,0.55884,6.168
2015,El Salvador,0.76454,1.02507,0.67737,0.4035,6.13
2015,Guatemala,0.74553,1.04356,0.64425,0.57733,6.123
2015,Uzbekistan,0.63244,1.34043,0.59772,0.65821,6.003
2015,Slovakia,1.16891,1.26999,0.78902,0.31751,5.995
2015,Japan,1.27074,1.25712,0.99111,0.49615,5.987
2015,South Korea,1.24461,0.95774,0.96538,0.33208,5.984
2015,Ecuador,0.86402,0.99903,0.79075,0.48574,5.975
2015,Bahrain,1.32376,1.21624,0.74716,0.45492,5.96
2015,Italy,1.25114,1.19777,0.95446,0.26236,5.948
2015,Bolivia,0.68133,0.97841,0.5392,0.57414,5.89
2015,Moldova,0.59448,1.01528,0.61826,0.32818,5.889
2015,Paraguay,0.75985,1.30477,0.66098,0.53899,5.878
2015,Kazakhstan,1.12254,1.12241,0.64368,0.51649,5.855
