Year,Country,GDP,Social_Support,Life_Expectancy,Freedom,Happiness_Score
2015,Slovenia,1.18498,1.27385,0.87337,0.60855,5.848
2015,Lithuania,1.14723,1.25745,0.73128,0.21342,5.833
2015,Nicaragua,0.59325,1.14184,0.74314,0.55475,5.828
2015,Peru,0.90019,0.97459,0.73017,0.41496,5.824
2015,Belarus,1.03192,1.23289,0.73608,0.37938,5.813
2015,Poland,1.12555,1.27948,0.77903,0.53122,5.791
2015,Malaysia,1.12486,1.07023,0.72394,0.53024,5.77
2015,Croatia,1.08254,0.79624,0.78805,0.25883,5.759
2015,Libya,1.13145,1.11862,0.7038,0.41668,5.754
2015,Russia,1.13764,1.23617,0.66926,0.36679,5.716
2015,Jamaica,0.81038,1.15102,0.68741,0.50442,5.709
2015,North Cyprus,1.20806,1.07008,0.92356,0.49027,5.695
2015,Cyprus,1.20813,0.89318,0.92356,0.40672,5.689
2015,Algeria,0.93929,1.07772,0.61766,0.28579,5.605
2015,Kosovo,0.80148,0.81198,0.63132,0.24749,5.589
2015,Turkmenistan,0.95847,1.22668,0.53886,0.4761,5.548
2015,Mauritius,1.00761,0.98521,0.7095,0.56066,5.477
2015,Hong Kong,1.38604,1.05818,1.01328,0.59608,5.474
2015,Estonia,1.15174,1.22791,0.77361,0.44888,5.429
2015,Indonesia,0.82827,1.08708,0.63793,0.46611,5.399
2015,Vietnam,0.63216,0.91226,0.74676,0.59444,5.36
2015,Turkey,1.06098,0.94632,0.73172,0.22815,5.332
2015,Kyrgyzstan,0.47428,1.15115,0.65088,0.43477,5.286
2015,Nigeria,0.65435,0.90432,0.16007,0.34334,5.268
2015,Bhutan,0.77042,1.10395,0.57407,0.53206,5.253
2015,Azerbaijan,1.02389,0.93793,0.64045,0.3703,5.212
2015,Pakistan,0.59543,0.41411,0.51466,0.12102,5.194
2015,Jordan,0.90198,1.05392,0.69639,0.40661,5.192
2015,Montenegro,0.97438,0.90557,0.72521,0.1826,5.192
2015,China,0.89012,0.94675,0.81658,0.51697,5.14
2015,Zambia,0.47038,0.91612,0.29924,0.48827,5.129
2015,Romania,1.04345,0.88588,0.7689,0.35068,5.124
2015,Serbia,0.92053,1.00964,0.74836,0.20107,5.123
2015,Portugal,1.15991,1.13935,0.87519,0.51469,5.102
2015,Latvia,1.11312,1.09562,0.72437,0.29671,5.098
2015,Philippines,0.70532,1.03516,0.58114,0.62545,5.073
2015,Somaliland region,0.18847,0.95152,0.43873,0.46582,5.057
2015,Morocco,0.73479,0.64095,0.60954,0.41691,5.013
2015,Macedonia,0.91851,1.00232,0.73545,0.33457,5.007
2015,Mozambique,0.08308,1.02626,0.09131,0.34037,4.971
2015,Albania,0.87867,0.80434,0.81325,0.35733,4.959
2015,Bosnia and Herzegovina,0.83223,0.91916,0.79081,0.09245,4.949
2015,Lesotho,0.37545,1.04103,0.07612,0.31767,4.898
2015,Dominican Republic,0.89537,1.17202,0.66825,0.57672,4.885
2015,Laos,0.59066,0.73803,0.54909,0.59591,4.876
2015,Mongolia,0.82819,1.3006,0.60268,0.43626,4.874
2015,Swaziland,0.71206,1.07284,0.07566,0.30658,4.867
2015,Greece,1.15406,0.92933,0.88213,0.07699,4.857
2015,Lebanon,1.02564,0.80001,0.83947,0.33916,4.839
2015,Hungary,1.12094,1.20215,0.75905,0.32112,4.8
2015,Honduras,0.59532,0.95348,0.6951,0.40148,4.788
2015,Tajikistan,0.39047,0.85563,0.57379,0.47216,4.786
2015,Tunisia,0.88113,0.60429,0.73793,0.26268,4.739
2015,Palestinian Territories,0.59867,0.92558,0.66015,0.24499,4.715
2015,Bangladesh,0.39753,0.43106,0.60164,0.4082,4.694
2015,Iran,1.0088,0.54447,0.69805,0.30033,4.686
2015,Ukraine,0.79907,1.20278,0.6739,0.25123,4.681
2015,Iraq,0.98549,0.81889,0.60237,0.0,4.677
2015,South Africa,0.92049,1.18468,0.27688,0.33207,4.642
2015,Ghana,0.54558,0.67954,0.40132,0.42342,4.633
2015,Zimbabwe,0.271,1.03276,0.33475,0.25861,4.61
2015,Liberia,0.0712,0.78968,0.34201,0.28531,4.571
2015,India,0.64499,0.38174,0.51529,0.39786,4.565
2015,Sudan,0.52107,1.01404,0.36878,0.10081,4.55
2015,Haiti,0.26673,0.74302,0.38847,0.24425,4.518
2015,Congo (Kinshasa),0.0,1.0012,0.09806,0.22605,4.517
2015,Nepal,0.35997,0.86449,0.56874,0.38282,4.514
2015,Ethiopia,0.19073,0.60406,0.44055,0.4345,4.512
2015,Sierra Leone,0.33024,0.95571,0.0,0.4084,4.507
2015,Mauritania,0.45407,0.86908,0.35874,0.24232,4.436
2015,Kenya,0.36471,0.99876,0.41435,0.42215,4.419
2015,Djibouti,0.44025,0.59207,0.36291,0.46074,4.369
2015,Armenia,0.76821,0.77711,0.7299,0.19847,4.35
2015,Botswana,0.99355,1.10464,0.04776,0.49495,4.332
2015,Myanmar,0.27108,0.70905,0.48246,0.44017,4.307
2015,Georgia,0.7419,0.38562,0.72926,0.40577,4.297
2015,Malawi,0.01604,0.41134,0.22562,0.43054,4.292
2015,Sri Lanka,0.83524,1.01905,0.70806,0.53726,4.271
2015,Cameroon,0.4225,0.88767,0.23402,0.49309,4.252
2015,Bulgaria,1.01216,1.10614,0.76649,0.30587,4.218
2015,Egypt,0.8818,0.747,0.61712,0.17288,4.194
2015,Yemen,0.54649,0.68093,0.40064,0.35571,4.077
2015,Angola,0.75778,0.8604,0.16683,0.10384,4.033
2015,Mali,0.26074,1.03526,0.20583,0.38857,3.995
2015,Congo (Brazzaville),0.67866,0.6629,0.31051,0.41466,3.989
2015,Comoros,0.23906,0.79273,0.36315,0.22917,3.956
2015,Uganda,0.21102,1.13299,0.33861,0.45727,3.931
2015,Senegal,0.36498,0.97619,0.4354,0.36772,3.904
2015,Gabon,1.06024,0.90528,0.43372,0.31914,3.896
2015,Niger,0.0694,0.77265,0.29707,0.47692,3.845
2015,Cambodia,0.46038,0.62736,0.61114,0.66246,3.819
2015,Tanzania,0.2852,1.00268,0.38215,0.32878,3.781
2015,Madagascar,0.20824,0.66801,0.46721,0.19184,3.681
2015,Central African Republic,0.0785,0.0,0.06699,0.48879,3.678
2015,Chad,0.34193,0.76062,0.1501,0.23501,3.667
2015,Guinea,0.17417,0.46475,0.24009,0.37725,3.656
2015,Ivory Coast,0.46534,0.77115,0.15185,0.46866,3.655
2015,Burkina Faso,0.25812,0.85188,0.27125,0.39493,3.587
2015,Afghanistan,0.31982,0.30285,0.30335,0.23414,3.575
2015,Rwanda,0.22208,0.7737,0.42864,0.59201,3.465
2015,Benin,0.28665,0.35386,0.3191,0.4845,3.34
2015,Syria,0.6632,0.47489,0.72193,0.15684,3.006
2015,Burundi,0.0153,0.41587,0.22396,0.1185,2.905
2015,Togo,0.20868,0.13995,0.28443,0.36453,2.839
2016,Denmark,1.44178,1.16374,0.79504,0.57941,7.526
2016,Switzerland,1.52733,1.14524,0.86303,0.58557,7.509
2016,Iceland,1.42666,1.18326,0.86733,0.56624,7.501
2016,Norway,1.57744,1.1269,0.79579,0.59609,7.498
2016,Finland,1.40598,1.13464,0.81091,0.57104,7.413
2016,Canada,1.44015,1.0961,0.8276,0.5737,7.404
2016,Netherlands,1.46468,1.02912,0.81231,0.55211,7.339
2016,New Zealand,1.36066,1.17278,0.83096,0.58147,7.334
2016,Australia,1.44443,1.10476,0.8512,0.56837,7.313
2016,Sweden,1.45181,1.08764,0.83121,0.58218,7.291
2016,Israel,1.33766,0.99537,0.84917,0.36432,7.267
2016,Austria,1.45038,1.08383,0.80565,0.54355,7.119
2016,United States,1.50796,1.04782,0.779,0.48163,7.104
2016,Costa Rica,1.06879,1.02152,0.76146,0.55225,7.087
2016,Puerto Rico,1.35943,1.08113,0.77758,0.46823,7.039
2016,Germany,1.44787,1.09774,0.81487,0.53466,6.994
2016,Brazil,1.08754,1.03938,0.61415,0.40425,6.952
2016,Belgium,1.42539,1.05249,0.81959,0.51354,6.929
2016,Ireland,1.48341,1.16157,0.81455,0.54008,6.907
2016,Luxembourg,1.69752,1.03999,0.84542,0.5487,6.871
2016,Mexico,1.11508,0.7146,0.71143,0.37709,6.778
2016,Singapore,1.64555,0.86758,0.94719,0.4877,6.739
2016,United Kingdom,1.40283,1.08672,0.80991,0.50036,6.725
2016,Chile,1.2167,0.90587,0.81883,0.37789,6.705
2016,Panama,1.18306,0.98912,0.70835,0.48927,6.701
2016,Argentina,1.15137,1.06612,0.69711,0.42284,6.65
2016,Czech Republic,1.30915,1.00793,0.76376,0.41418,6.596
2016,United Arab Emirates,1.57352,0.87114,0.72993,0.56215,6.573
2016,Uruguay,1.18157,1.03143,0.72183,0.54388,6.545
2016,Malta,1.30782,1.09879,0.80315,0.54994,6.488
2016,Colombia,1.03032,1.02169,0.59659,0.44735,6.481
2016,France,1.39488,1.00508,0.83795,0.46562,6.478
2016,Thailand,1.0893,1.04477,0.64915,0.49553,6.474
2016,Saudi Arabia,1.48953,0.84829,0.59267,0.37904,6.379
2016,Taiwan,1.39729,0.92624,0.79565,0.32377,6.379
2016,Qatar,1.82427,0.87964,0.71723,0.56679,6.375
2016,Spain,1.34253,1.12945,0.87896,0.37545,6.361
2016,Algeria,1.05266,0.83309,0.61804,0.21006,6.355
2016,Guatemala,0.83454,0.87119,0.54039,0.50379,6.324
2016,Suriname,1.09686,0.77866,0.50933,0.52234,6.269
2016,Kuwait,1.61714,0.87758,0.63569,0.43166,6.239
2016,Bahrain,1.44024,0.94397,0.65696,0.47375,6.218
2016,Trinidad and Tobago,1.32572,0.98569,0.52608,0.48453,6.168
2016,Venezuela,1.13367,1.03302,0.61904,0.19847,6.084
2016,Slovakia,1.27973,1.08268,0.70367,0.23391,6.078
2016,El Salvador,0.8737,0.80975,0.596,0.37269,6.068
2016,Malaysia,1.25142,0.88025,0.62366,0.39031,6.005
2016,Nicaragua,0.69384,0.89521,0.65213,0.46582,5.992
2016,Uzbekistan,0.73591,1.1681,0.50163,0.60848,5.987
2016,Italy,1.35495,1.04167,0.85102,0.18827,5.977
2016,Ecuador,0.97306,0.85974,0.68613,0.4027,5.976
2016,Belize,0.87616,0.68655,0.45569,0.51231,5.956
2016,Japan,1.38007,1.06054,0.91491,0.46761,5.921
2016,Kazakhstan,1.22943,0.95544,0.57386,0.4052,5.919
